holding_month,portfolio,instrument,contribution
2020-04,baseline,A071050,0.0003166666458640377
2020-04,baseline,A071840,0.003072289204861769
2020-04,baseline,A073240,-0.0001388888856819609
2020-04,baseline,A078930,0.00026129946276517215
2020-04,baseline,A079160,0.0024011299795340334
2020-04,baseline,A079430,0.0026282939789325876
2020-04,baseline,A079550,0.001185566966073005
2020-04,baseline,A081660,0.0010446428464663594
2020-04,baseline,A086280,0.0008294663598582885
2020-04,baseline,A086790,0.0010297482784497613
2020-04,baseline,A088350,0.00149621205867305
2020-04,baseline,A090430,0.0005221519306928546
2020-04,baseline,A093050,0.0008962264114917918
2020-04,baseline,A093370,0.0005848434807376002
2020-04,baseline,A096760,0.00020855613627814408
2020-04,baseline,A096770,0.0008606060559459628
2020-04,baseline,A097950,0.0013317756607852205
2020-04,baseline,A103140,0.0005524079662504855
2020-04,baseline,A105560,0.00022151899549687106
2020-04,baseline,A105630,0.0013411897008378216
2020-04,baseline,A108670,0.002078651650319844
2020-04,baseline,A111770,0.0010138248436630582
2020-04,baseline,A114090,0.0009448818752389066
2020-04,baseline,A115390,0.0009668508250708119
2020-04,baseline,A120110,0.0003285968237462755
2020-04,baseline,A128940,0.00015274948770997889
2020-04,baseline,A138930,0.0005625717529412577
2020-04,baseline,A139480,0.0006585365545974808
2020-04,baseline,A145990,0.0010714286010495178
2020-04,baseline,A161390,0.0005733333348988367
2020-04,baseline,A161890,0.0006571815646249213
2020-04,baseline,A170900,0.0006218593064804024
2020-04,baseline,A185750,0.0008856088567060038
2020-04,baseline,A192400,0.0007972973020040685
2020-04,baseline,A192820,0.0007228116651358652
2020-04,baseline,A204320,0.00045023702412953835
2020-04,baseline,A207940,0.0011436464099325472
2020-04,baseline,A214320,0.0005069582431860664
2020-04,baseline,A241560,0.0004285714499992488
2020-04,baseline,A251270,-6.929638292405948e-05
2020-04,baseline,A267250,0.0010411311539235846
2020-04,baseline,A271560,0.0005000000167352659
2020-04,baseline,A282330,0.0010196078614920622
2020-04,baseline,A285130,-0.0003680981600531552
2020-04,baseline,A294870,0.001114649654518506
2020-04,baseline,A298040,0.001368821280017193
2020-04,baseline,A316140,0.000502063296162405
2020-04,high_pbr,A000080,0.0056122449176505725
2020-04,high_pbr,A001060,-8.620692557616827e-05
2020-04,high_pbr,A002790,0.0026679843793156023
2020-04,high_pbr,A002960,0.0013888888928033306
2020-04,high_pbr,A003000,0.0010615712911431318
2020-04,high_pbr,A003520,0.0010171306071295129
2020-04,high_pbr,A003620,0.001578947367162803
2020-04,high_pbr,A003850,0.0026431717773852115
2020-04,high_pbr,A005930,0.0014737992158457447
2020-04,high_pbr,A006390,0.011206896801268386
2020-04,high_pbr,A007570,-0.001956521736310049
2020-04,high_pbr,A008770,0.005880177410187865
2020-04,high_pbr,A008930,0.0021568625720183253
2020-04,high_pbr,A009420,0.0016039822282341465
2020-04,high_pbr,A012750,0.0029392337953227377
2020-04,high_pbr,A014680,0.0022516557350504398
2020-04,high_pbr,A018250,0.006526548632206159
2020-04,high_pbr,A018260,0.0027482268645788177
2020-04,high_pbr,A018880,0.0009400704400238547
2020-04,high_pbr,A020150,0.006766612549007217
2020-04,high_pbr,A021240,0.0021739130897803494
2020-04,high_pbr,A028050,0.00311550151875053
2020-04,high_pbr,A030000,0.0031045751486709298
2020-04,high_pbr,A031430,0.004030054722155835
2020-04,high_pbr,A035420,0.005521472405613437
2020-04,high_pbr,A035720,0.00598006635432996
2020-04,high_pbr,A036570,0.00024271843223438452
2020-04,high_pbr,A047810,0.004444444594102504
2020-04,high_pbr,A051900,0.006792717264689075
2020-04,high_pbr,A068270,0.0006944443261449218
2020-04,high_pbr,A069620,0.005727923834072385
2020-04,high_pbr,A081660,0.0052232142323317965
2020-04,high_pbr,A090430,0.002610759653464273
2020-04,high_pbr,A093370,0.0029242174036880012
2020-04,high_pbr,A128940,0.0007637474385498944
2020-04,high_pbr,A185750,0.00442804428353002
2020-04,high_pbr,A192820,0.003614058325679326
2020-04,high_pbr,A207940,0.005718232049662736
2020-04,high_pbr,A271560,0.0025000000836763294
2020-04,high_pbr,A282330,0.005098039307460312
2020-04,low_pbr,A000070,0.0038694076064590133
2020-04,low_pbr,A000150,0.002499999914393242
2020-04,low_pbr,A000240,0.0032848838237715563
2020-04,low_pbr,A001120,0.011417323335255913
2020-04,low_pbr,A001230,0.0029986053719554097
2020-04,low_pbr,A001430,0.005596026565903434
2020-04,low_pbr,A001520,0.0017543859718240796
2020-04,low_pbr,A002240,0.0006433823472588585
2020-04,low_pbr,A002350,0.005320855499110272
2020-04,low_pbr,A002380,0.0061523437276942705
2020-04,low_pbr,A003240,0.006521739335012384
2020-04,low_pbr,A003920,0.0012541806560093572
2020-04,low_pbr,A004020,0.005917160126480886
2020-04,low_pbr,A004490,0.0017509727012381294
2020-04,low_pbr,A004990,0.018250539661871356
2020-04,low_pbr,A005490,0.0037903227084262526
2020-04,low_pbr,A006260,0.004549248738135814
2020-04,low_pbr,A006650,0.008926585747365474
2020-04,low_pbr,A010060,0.003736920690657503
2020-04,low_pbr,A011210,0.00519047614991432
2020-04,low_pbr,A012630,0.00612840469517732
2020-04,low_pbr,A015760,0.005000000217875145
2020-04,low_pbr,A023530,0.00888342694511277
2020-04,low_pbr,A024110,0.0017458100547253497
2020-04,low_pbr,A027410,0.007016348772155118
2020-04,low_pbr,A032830,0.0038296571077825526
2020-04,low_pbr,A034020,0.0023012552251296782
2020-04,low_pbr,A036460,0.006516587729993179
2020-04,low_pbr,A060980,0.0011322463030213005
2020-04,low_pbr,A069960,0.006483126035086568
2020-04,low_pbr,A079430,0.013141469894662939
2020-04,low_pbr,A088350,0.00748106029336525
2020-04,low_pbr,A093050,0.004481132057458959
2020-04,low_pbr,A103140,0.0027620398312524276
2020-04,low_pbr,A138930,0.002812858764706289
2020-04,low_pbr,A139480,0.0032926827729874045
2020-04,low_pbr,A145990,0.005357143005247589
2020-04,low_pbr,A294870,0.0055732482725925295
2020-04,low_pbr,A298040,0.006844106400085964
2020-04,low_pbr,A316140,0.002510316480812025
2020-05,baseline,A000070,0.0010732984401651535
2020-05,baseline,A000080,0.0008712121012286333
2020-05,baseline,A000100,0.0006742179006869731
2020-05,baseline,A000120,0.0007773851848926084
2020-05,baseline,A000150,-9.090912163871868e-05
2020-05,baseline,A000210,0.0006166868139242154
2020-05,baseline,A000240,0.000344295990991923
2020-05,baseline,A000270,0.0010278745636548615
2020-05,baseline,A000640,0.0006138260130154183
2020-05,baseline,A000660,0.00016049382546100665
2020-05,baseline,A000670,0.00015515514914552164
2020-05,baseline,A000720,4.4182633504573633e-05
2020-05,baseline,A000810,0.00010958903750937111
2020-05,baseline,A000880,0.00034031412997651445
2020-05,baseline,A000990,0.0010314341860634979
2020-05,baseline,A001040,0.000852417299092546
2020-05,baseline,A001060,0.00117647060370208
2020-05,baseline,A001120,0.001061776057053262
2020-05,baseline,A001230,0.0003424657530867803
2020-05,baseline,A001430,0.00031926409167509
2020-05,baseline,A001450,-7.070708068679599e-05
2020-05,baseline,A001520,0.0008401639479551781
2020-05,baseline,A001680,0.0009418604576898349
2020-05,baseline,A001740,2.851710521150519e-05
2020-05,baseline,A001800,0.0003171641751870347
2020-05,baseline,A002240,0.00023297490970453194
2020-05,baseline,A002270,8.771928239790006e-05
2020-05,baseline,A002350,0.0003174603060227621
2020-05,baseline,A002380,-0.0004858934215558147
2020-05,baseline,A002790,2.6785711079986287e-05
2020-05,baseline,A002960,9.746592900008455e-06
2020-05,baseline,A003000,0.0005600814669410092
2020-05,baseline,A003240,-0.00019795657150238844
2020-05,baseline,A003410,0.0002004008016702308
2020-05,baseline,A003490,0.00045811518904465557
2020-05,baseline,A003520,0.0006172839407918529
2020-05,baseline,A003550,0.0004194630901918939
2020-05,baseline,A003620,0.00036303634694470735
2020-05,baseline,A003850,0.0010557769393457395
2020-05,baseline,A003920,-0.00023885351032967294
2020-05,baseline,A004000,7.978724196683885e-05
2020-05,baseline,A004020,0.0001674641295046231
2020-05,baseline,A004170,-0.00035916824808743865
2020-05,baseline,A004370,0.0005169491695156869
2020-05,baseline,A004490,0.00032727272864888746
2020-05,baseline,A004800,6.617648097410389e-05
2020-05,baseline,A004990,-0.0006554307041563517
2020-05,baseline,A005180,-0.00017037036836097753
2020-05,baseline,A005250,0.00045679012961701514
2020-05,baseline,A005300,-0.00029017856484564843
2020-05,baseline,A005380,0.0004644808891483454
2020-05,baseline,A005440,0.00022388059771178082
2020-05,baseline,A005490,0.00011204480377655646
2020-05,baseline,A005610,-7.0621313578939084e-06
2020-05,baseline,A005830,8.064516641297148e-05
2020-05,baseline,A005850,0.0004761904912895532
2020-05,baseline,A005930,0.0002783505158042021
2020-05,baseline,A005940,0.0003837953017565532
2020-05,baseline,A006120,0.0008997954809405018
2020-05,baseline,A006260,0.0004661016799825779
2020-05,baseline,A006280,-8.914097238132968e-13
2020-05,baseline,A006360,0.000893223818765313
2020-05,baseline,A006390,-0.0002698412701313513
2020-05,baseline,A006400,0.0016064982114807635
2020-05,baseline,A006650,0.0003688524303591034
2020-05,baseline,A006800,0.0007769652573069407
2020-05,baseline,A006840,-0.0005193482728736631
2020-05,baseline,A007070,0.0007000000174183441
2020-05,baseline,A007310,0.00026365347986110124
2020-05,baseline,A007570,0.002665094439808835
2020-05,baseline,A008060,-0.000987878794566965
2020-05,baseline,A008560,0.00042519686237907475
2020-05,baseline,A008770,-0.00018562875145876345
2020-05,baseline,A008930,7.220215224573168e-05
2020-05,baseline,A009150,0.0007990867795624101
2020-05,baseline,A009240,0.0010548523146200462
2020-05,baseline,A009420,0.0007068606933894528
2020-05,baseline,A009540,0.0008207070646218684
2020-05,baseline,A009830,0.0010869565358095812
2020-05,baseline,A010060,0.00012353710683780662
2020-05,baseline,A010120,0.0012002652477087561
2020-05,baseline,A010130,0.00013568521444005222
2020-05,baseline,A010140,0.000978391377312098
2020-05,baseline,A010620,0.0008249158298865922
2020-05,baseline,A010780,0.0014314114806302848
2020-05,baseline,A010950,0.0003372434116832912
2020-05,baseline,A011070,0.000817490493649864
2020-05,baseline,A011170,-0.00016581634848605308
2020-05,baseline,A011210,0.0009858044001864043
2020-05,baseline,A011780,7.072135178152972e-05
2020-05,baseline,A011790,0.0010556127975686203
2020-05,baseline,A012330,0.0010766961947362209
2020-05,baseline,A012450,3.0800807452316946e-05
2020-05,baseline,A012630,-4.6875012009321984e-05
2020-05,baseline,A012750,0.0004550827405994573
2020-05,baseline,A014680,0.0011968408165504109
2020-05,baseline,A014820,0.0006293706431793766
2020-05,baseline,A014830,0.00013431014328237347
2020-05,baseline,A015760,-0.0002302631582496745
2020-05,baseline,A016360,-8.635578197759842e-05
2020-05,baseline,A017670,0.0003836930408680073
2020-05,baseline,A017800,0.00012924070207053108
2020-05,baseline,A018250,-0.0005526315762369604
2020-05,baseline,A018260,0.0011022363892805032
2020-05,baseline,A018880,0.0005322763401638153
2020-05,baseline,A019680,8.686211345490858e-05
2020-05,baseline,A020000,0.0016702355779082423
2020-05,baseline,A020150,0.0010331632717898243
2020-05,baseline,A021240,0.0007083333507069123
2020-05,baseline,A023530,-0.00039378241260525304
2020-05,baseline,A024110,0.0005352480355722222
2020-05,baseline,A025540,0.001146010106846761
2020-05,baseline,A025860,0.00016233765894230868
2020-05,baseline,A026960,0.00017857144672058566
2020-05,baseline,A027410,-0.00011702127782977967
2020-05,baseline,A028050,0.0005180180307593285
2020-05,baseline,A028260,0.00010510511175227611
2020-05,baseline,A028670,0.00042177914039295274
2020-05,baseline,A029780,6.884681804249393e-05
2020-05,baseline,A030000,-2.906976643953785e-05
2020-05,baseline,A030200,0.00025369978443389395
2020-05,baseline,A031430,-0.0004117646943908132
2020-05,baseline,A032640,0.0002156862688951944
2020-05,baseline,A032830,-5.8448453556779746e-05
2020-05,baseline,A033780,0.0004140127530920912
2020-05,baseline,A034020,0.0006704981085882356
2020-05,baseline,A034220,-2.3364498639013576e-05
2020-05,baseline,A034730,0.0019034090990980768
2020-05,baseline,A035250,6.14754140043594e-05
2020-05,baseline,A035420,0.0009547738771105118
2020-05,baseline,A035720,0.002077747951527029
2020-05,baseline,A036460,0.0005075188052948487
2020-05,baseline,A036570,0.0015384615572257465
2020-05,baseline,A042660,0.002149253785930415
2020-05,baseline,A042670,0.0012929061793836806
2020-05,baseline,A047040,0.0005157592911465048
2020-05,baseline,A047050,0.0006934306208483598
2020-05,baseline,A047810,0.000324947589361414
2020-05,baseline,A049770,3.759399463120317e-05
2020-05,baseline,A051600,-7.886433718101715e-06
2020-05,baseline,A051900,3.6710626857550112e-06
2020-05,baseline,A051910,0.0004999999978599324
2020-05,baseline,A052690,6.0422958041659316e-05
2020-05,baseline,A055550,0.00015100671521024235
2020-05,baseline,A057050,-0.00015804596141995143
2020-05,baseline,A060980,0.0007625649963632863
2020-05,baseline,A064350,-0.00046742209635729226
2020-05,baseline,A064960,0.0009310850397736304
2020-05,baseline,A066570,0.00036231882944956164
2020-05,baseline,A068270,0.0005896805834211339
2020-05,baseline,A069260,8.955222377108995e-05
2020-05,baseline,A069620,1.1327805360394905e-12
2020-05,baseline,A069960,-0.0004513399029197157
2020-05,baseline,A071050,0.0007575757529044592
2020-05,baseline,A071840,0.0002798507731599742
2020-05,baseline,A073240,5.8823549715568695e-05
2020-05,baseline,A078930,0.00018791944392098858
2020-05,baseline,A079160,-0.0004293892788876813
2020-05,baseline,A079430,0.0016590909969234936
2020-05,baseline,A079550,0.00214583334476822
2020-05,baseline,A081660,0.000760709014058295
2020-05,baseline,A086280,0.0006716417857106672
2020-05,baseline,A086790,0.0007115749424820284
2020-05,baseline,A088350,-0.0005539358711986126
2020-05,baseline,A090430,-0.00024355299927953156
2020-05,baseline,A093050,0.00048000001170018125
2020-05,baseline,A093370,0.0009882006265017561
2020-05,baseline,A096760,0.0006262833589440398
2020-05,baseline,A096770,0.0014115821842666655
2020-05,baseline,A097950,0.0005166051550998718
2020-05,baseline,A103140,0.00022959180895039567
2020-05,baseline,A105560,0.000242424248133275
2020-05,baseline,A105630,0.0009513274274541894
2020-05,baseline,A108670,0.002013888858118391
2020-05,baseline,A111770,0.0012356322005345954
2020-05,baseline,A114090,-3.311260982374498e-05
2020-05,baseline,A115390,0.0009027777701936767
2020-05,baseline,A120110,0.0006999999907362531
2020-05,baseline,A128940,-0.0002470355692924858
2020-05,baseline,A138930,0.00033539732163128
2020-05,baseline,A139480,-8.620691490488108e-05
2020-05,baseline,A145990,0.000777777805043467
2020-05,baseline,A161390,0.0008612440270764831
2020-05,baseline,A161890,0.00020359280904646117
2020-05,baseline,A170900,-5.586591290729637e-05
2020-05,baseline,A185750,6.792058084617026e-05
2020-05,baseline,A192400,0.00016317014184858425
2020-05,baseline,A192820,0.00016801853002304079
2020-05,baseline,A204320,0.0008695652476036098
2020-05,baseline,A207940,0.0006564748071739801
2020-05,baseline,A214320,-0.00030685920307786554
2020-05,baseline,A241560,0.00033991224549609903
2020-05,baseline,A251270,0.0001621621593099698
2020-05,baseline,A267250,0.0009787234129357769
2020-05,baseline,A271560,0.0004958677476767559
2020-05,baseline,A282330,0.0002768729468646469
2020-05,baseline,A285130,0.0010331126057891028
2020-05,baseline,A294870,0.000247395873433206
2020-05,baseline,A298040,0.00017910451135192185
2020-05,baseline,A316140,0.0007000000029514241
2020-05,high_pbr,A000080,0.004356060506143167
2020-05,high_pbr,A001060,0.0058823530185104006
2020-05,high_pbr,A002790,0.00013392855539993143
2020-05,high_pbr,A002960,4.873296450004228e-05
2020-05,high_pbr,A003000,0.002800407334705046
2020-05,high_pbr,A003520,0.0030864197039592645
2020-05,high_pbr,A003620,0.0018151817347235367
2020-05,high_pbr,A006390,-0.0013492063506567566
2020-05,high_pbr,A007570,0.013325472199044175
2020-05,high_pbr,A008770,-0.0009281437572938173
2020-05,high_pbr,A008930,0.0003610107612286584
2020-05,high_pbr,A009240,0.005274261573100231
2020-05,high_pbr,A009420,0.003534303466947264
2020-05,high_pbr,A012750,0.0022754137029972867
2020-05,high_pbr,A014680,0.005984204082752054
2020-05,high_pbr,A018250,-0.0027631578811848027
2020-05,high_pbr,A018260,0.005511181946402516
2020-05,high_pbr,A018880,0.002661381700819077
2020-05,high_pbr,A020150,0.0051658163589491215
2020-05,high_pbr,A021240,0.0035416667535345617
2020-05,high_pbr,A028050,0.0025900901537966427
2020-05,high_pbr,A031430,-0.002058823471954066
2020-05,high_pbr,A035420,0.0047738693855525595
2020-05,high_pbr,A035720,0.010388739757635147
2020-05,high_pbr,A036570,0.007692307786128733
2020-05,high_pbr,A047810,0.00162473794680707
2020-05,high_pbr,A051900,1.8355313428775057e-05
2020-05,high_pbr,A064350,-0.0023371104817864613
2020-05,high_pbr,A068270,0.0029484029171056693
2020-05,high_pbr,A069620,5.6639026801974525e-12
2020-05,high_pbr,A079160,-0.0021469463944384067
2020-05,high_pbr,A081660,0.0038035450702914755
2020-05,high_pbr,A090430,-0.0012177649963976578
2020-05,high_pbr,A093370,0.004941003132508781
2020-05,high_pbr,A128940,-0.0012351778464624293
2020-05,high_pbr,A185750,0.00033960290423085127
2020-05,high_pbr,A192820,0.000840092650115204
2020-05,high_pbr,A207940,0.0032823740358699006
2020-05,high_pbr,A271560,0.0024793387383837797
2020-05,high_pbr,A282330,0.0013843647343232347
2020-05,low_pbr,A000070,0.005366492200825768
2020-05,low_pbr,A000150,-0.00045454560819359335
2020-05,low_pbr,A000240,0.001721479954959615
2020-05,low_pbr,A001120,0.00530888028526631
2020-05,low_pbr,A001230,0.0017123287654339015
2020-05,low_pbr,A001430,0.0015963204583754498
2020-05,low_pbr,A001520,0.0042008197397758905
2020-05,low_pbr,A001800,0.0015858208759351733
2020-05,low_pbr,A002240,0.0011648745485226598
2020-05,low_pbr,A002350,0.0015873015301138107
2020-05,low_pbr,A002380,-0.0024294671077790737
2020-05,low_pbr,A003240,-0.0009897828575119421
2020-05,low_pbr,A003920,-0.0011942675516483647
2020-05,low_pbr,A004020,0.0008373206475231154
2020-05,low_pbr,A004490,0.0016363636432444374
2020-05,low_pbr,A005490,0.0005602240188827823
2020-05,low_pbr,A006260,0.0023305083999128895
2020-05,low_pbr,A010060,0.000617685534189033
2020-05,low_pbr,A010140,0.004891956886560489
2020-05,low_pbr,A011210,0.004929022000932021
2020-05,low_pbr,A012630,-0.00023437506004660993
2020-05,low_pbr,A015760,-0.0011513157912483724
2020-05,low_pbr,A023530,-0.0019689120630262654
2020-05,low_pbr,A024110,0.002676240177861111
2020-05,low_pbr,A027410,-0.0005851063891488984
2020-05,low_pbr,A032830,-0.00029224226778389875
2020-05,low_pbr,A034020,0.0033524905429411778
2020-05,low_pbr,A034220,-0.00011682249319506789
2020-05,low_pbr,A036460,0.0025375940264742436
2020-05,low_pbr,A060980,0.003812824981816432
2020-05,low_pbr,A069960,-0.0022566995145985786
2020-05,low_pbr,A088350,-0.002769679355993063
2020-05,low_pbr,A093050,0.0024000000585009066
2020-05,low_pbr,A103140,0.0011479590447519784
2020-05,low_pbr,A138930,0.0016769866081564001
2020-05,low_pbr,A139480,-0.00043103457452440543
2020-05,low_pbr,A145990,0.0038888890252173347
2020-05,low_pbr,A294870,0.0012369793671660302
2020-05,low_pbr,A298040,0.0008955225567596093
2020-05,low_pbr,A316140,0.003500000014757121
2020-06,baseline,A000070,-0.000138624169215708
2020-06,baseline,A000080,0.0004798184664450203
2020-06,baseline,A000100,-5.732084045113639e-05
2020-06,baseline,A000120,-0.00018440824694379367
2020-06,baseline,A000150,-3.323495768195866e-05
2020-06,baseline,A000210,-0.0005733727975001301
2020-06,baseline,A000240,0.0014253962361327028
2020-06,baseline,A000270,-0.0003485636502046904
2020-06,baseline,A000640,1.6003573301980764e-05
2020-06,baseline,A000660,0.00010218554941353982
2020-06,baseline,A000670,-0.00042445236107061933
2020-06,baseline,A000720,-8.803138322550841e-05
2020-06,baseline,A000810,-0.00017513844255298715
2020-06,baseline,A000880,0.0004926593355218432
2020-06,baseline,A000990,-0.00036010672504561584
2020-06,baseline,A001040,-0.00028949093545175625
2020-06,baseline,A001060,-4.2227955587297944e-05
2020-06,baseline,A001120,-8.001794280762908e-05
2020-06,baseline,A001230,0.001194785197191109
2020-06,baseline,A001430,0.00013802478035037966
2020-06,baseline,A001450,-0.00028832686446099816
2020-06,baseline,A001520,-0.0008463369545174896
2020-06,baseline,A001680,1.2538960378101684e-11
2020-06,baseline,A001740,-0.00034197454862506865
2020-06,baseline,A001800,-0.00033500837368536865
2020-06,baseline,A002240,0.00025814007365350367
2020-06,baseline,A002270,-0.0003865481232738403
2020-06,baseline,A002350,-0.0006416826951115361
2020-06,baseline,A002380,-0.0003664154070494521
2020-06,baseline,A002790,-0.0006024795146693961
2020-06,baseline,A002960,-0.0005377079999782695
2020-06,baseline,A003000,0.0010676090886877717
2020-06,baseline,A003240,-0.00036752913577124923
2020-06,baseline,A003410,-7.745857919958509e-05
2020-06,baseline,A003490,6.176355466738907e-05
2020-06,baseline,A003520,-9.203526434994877e-05
2020-06,baseline,A003550,0.0005289606170884076
2020-06,baseline,A003850,0.0007273208072742277
2020-06,baseline,A003920,-0.00023529018370014579
2020-06,baseline,A004000,-0.0004604172542916968
2020-06,baseline,A004020,-0.0002675413896082043
2020-06,baseline,A004170,-0.0006447717436352917
2020-06,baseline,A004370,0.0005866506138654147
2020-06,baseline,A004490,0.0001543554107016259
2020-06,baseline,A004800,-0.0004376016525804589
2020-06,baseline,A004990,-0.00047652055827881665
2020-06,baseline,A005180,-0.0004393131193691601
2020-06,baseline,A005250,0.000432024415058577
2020-06,baseline,A005300,-9.526302286534957e-05
2020-06,baseline,A005380,-9.045227929150974e-05
2020-06,baseline,A005440,-0.0002991146276193212
2020-06,baseline,A005490,-0.00011013968791337077
2020-06,baseline,A005610,-0.000675229024245324
2020-06,baseline,A005830,5.1276797305396626e-05
2020-06,baseline,A005850,0.0
2020-06,baseline,A005930,0.00013740578280183367
2020-06,baseline,A005940,-0.0008408378488646187
2020-06,baseline,A006120,0.0034313682855103126
2020-06,baseline,A006260,-0.0005323776238327963
2020-06,baseline,A006280,0.00024598518370942896
2020-06,baseline,A006360,-0.000682856783065033
2020-06,baseline,A006390,-0.00025294258525591993
2020-06,baseline,A006400,6.178432628593374e-05
2020-06,baseline,A006650,-0.0008055545067153283
2020-06,baseline,A006800,0.000325997065683096
2020-06,baseline,A006840,-0.0008451347416956778
2020-06,baseline,A007070,-0.0007052807909527842
2020-06,baseline,A007310,3.595794979034484e-05
2020-06,baseline,A007570,0.0015307306384697026
2020-06,baseline,A008060,-0.0006148567525398013
2020-06,baseline,A008560,-0.0006053489325329503
2020-06,baseline,A008770,-0.0007250181280448025
2020-06,baseline,A008930,0.0008226184092171189
2020-06,baseline,A009150,-2.2789658490882033e-11
2020-06,baseline,A009240,0.0002743099912490155
2020-06,baseline,A009420,-9.153274846802371e-06
2020-06,baseline,A009540,-0.0002507112811453848
2020-06,baseline,A009830,0.0006131850021317361
2020-06,baseline,A010060,-0.0003188531381125203
2020-06,baseline,A010120,0.00016660843056876795
2020-06,baseline,A010130,-0.00033854875665903717
2020-06,baseline,A010140,0.0008375209526405547
2020-06,baseline,A010620,-0.0005301071812455843
2020-06,baseline,A010780,-0.0006213447419914244
2020-06,baseline,A010950,-0.0007109724537259347
2020-06,baseline,A011070,0.0007225670890075136
2020-06,baseline,A011170,-0.0005966508121380601
2020-06,baseline,A011210,-0.00045682959867705407
2020-06,baseline,A011780,0.00013316232741249345
2020-06,baseline,A011790,0.00015383034964071139
2020-06,baseline,A012330,-0.0002927257730710085
2020-06,baseline,A012450,4.102139898935673e-05
2020-06,baseline,A012630,-0.0006076650519422602
2020-06,baseline,A012750,-0.000337549059368412
2020-06,baseline,A014680,0.001453345189607529
2020-06,baseline,A014820,-0.0005930272205101395
2020-06,baseline,A014830,-8.96276896231266e-05
2020-06,baseline,A015760,-0.0005776006565074498
2020-06,baseline,A016360,-0.0003709231803068536
2020-06,baseline,A017670,-5.595909864084581e-05
2020-06,baseline,A017800,0.00045107426209938374
2020-06,baseline,A018250,-0.0005253089886455915
2020-06,baseline,A018260,-0.0005261911453679645
2020-06,baseline,A018880,-0.00031889231251780225
2020-06,baseline,A019680,-0.0005470254194414584
2020-06,baseline,A020000,0.0005888188667984821
2020-06,baseline,A020150,0.0001540471563246316
2020-06,baseline,A021240,0.00038880536577463187
2020-06,baseline,A023530,-0.0004974252681381761
2020-06,baseline,A024110,-0.00021333080916546257
2020-06,baseline,A025540,-0.0005205586003476305
2020-06,baseline,A025860,-0.00028444108617546056
2020-06,baseline,A026960,-0.0004332004851546525
2020-06,baseline,A027410,-0.0003831795264411897
2020-06,baseline,A028050,-8.20428268962457e-05
2020-06,baseline,A028260,0.0005419253177535025
2020-06,baseline,A028670,0.00042646047281006587
2020-06,baseline,A029780,-0.0002815435320862812
2020-06,baseline,A030000,-4.408007193932351e-05
2020-06,baseline,A030200,-0.00028310567940734486
2020-06,baseline,A031430,-0.001172529282572642
2020-06,baseline,A032640,-0.00047228624823243616
2020-06,baseline,A032830,-0.00017290756460229255
2020-06,baseline,A033780,-0.00038427431626030065
2020-06,baseline,A034020,0.0002999230267682142
2020-06,baseline,A034220,0.0005190269982837067
2020-06,baseline,A034730,0.001116694555460098
2020-06,baseline,A035250,-0.0006103391675326828
2020-06,baseline,A035420,0.0006784979942353463
2020-06,baseline,A035720,0.00010469012850405047
2020-06,baseline,A036460,-0.0005488191590579814
2020-06,baseline,A036570,0.0004741846512542608
2020-06,baseline,A042660,0.00019932648992614874
2020-06,baseline,A042670,0.0012517130649232903
2020-06,baseline,A047040,-0.0004959864268824484
2020-06,baseline,A047050,-0.0004348666316628108
2020-06,baseline,A047810,-0.0003660032471393891
2020-06,baseline,A049770,-0.000475011863308812
2020-06,baseline,A051600,-0.0003731135940519913
2020-06,baseline,A051900,-0.0001364120862350164
2020-06,baseline,A051910,0.0012118673618927542
2020-06,baseline,A052690,-0.0005550138913457906
2020-06,baseline,A055550,-0.00016368486326845736
2020-06,baseline,A057050,-0.00022367025843609463
2020-06,baseline,A060980,-0.0009899119806061373
2020-06,baseline,A064350,-7.851753356095187e-05
2020-06,baseline,A064960,-0.0002546726038174755
2020-06,baseline,A066570,0.0004413961941119999
2020-06,baseline,A068270,0.0015461925208110669
2020-06,baseline,A069260,-0.000279992373997631
2020-06,baseline,A069620,0.0010977216856527866
2020-06,baseline,A069960,-0.0005687351431010617
2020-06,baseline,A071050,-0.0008800809609101577
2020-06,baseline,A071840,0.0014294085575953237
2020-06,baseline,A073240,-1.6694764937865938e-05
2020-06,baseline,A078930,-0.00029903722014415116
2020-06,baseline,A079160,-0.00030638453582401817
2020-06,baseline,A079430,0.0014063491316519757
2020-06,baseline,A079550,-0.0006885740892468267
2020-06,baseline,A081660,-0.0005218399884469892
2020-06,baseline,A086280,-0.0005069205692055356
2020-06,baseline,A086790,-0.0004674535423904342
2020-06,baseline,A088350,-0.0004942746593032826
2020-06,baseline,A090430,-0.00010595143105485094
2020-06,baseline,A093050,-0.0005685361325832266
2020-06,baseline,A093370,-9.901728064436199e-05
2020-06,baseline,A096760,-0.00020173863540867725
2020-06,baseline,A096770,0.00020262600895458777
2020-06,baseline,A097950,0.0006722576315488319
2020-06,baseline,A103140,0.0004167177181143717
2020-06,baseline,A105560,-2.9046992392814958e-05
2020-06,baseline,A105630,-0.0011208458586103244
2020-06,baseline,A108670,-0.0005330755511211801
2020-06,baseline,A111770,-0.0010266385679381974
2020-06,baseline,A114090,-0.0007705192613346624
2020-06,baseline,A115390,-0.0007685486461310954
2020-06,baseline,A120110,-0.00029386700149737943
2020-06,baseline,A128940,8.357796385608145e-05
2020-06,baseline,A138930,-0.00011663735146993312
2020-06,baseline,A139480,-0.00037468041744576774
